DEPARTAMENTO,PROVINCIA,DISTRITO,LATITUD,LONGITUD
LIMA,HUAURA,HUACHO,-11.108524,-77.6103295
LIMA,CANETE,MALA,-12.6577442,-76.6322701
LIMA,LIMA,SAN BORJA,-12.0964515,-76.9956899
LIMA,LIMA,SAN MARTIN DE PORRES,-11.9814786,-77.0963114
LIMA,LIMA,LA VICTORIA,-12.0641355,-77.0295563
LIMA,LIMA,SURQUILLO,-12.1142159,-77.010462
LIMA,LIMA,LINCE,-12.0825223,-77.0310016
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.1766438,-76.9189677
LIMA,LIMA,RIMAC,-12.0266773,-77.0340939
LIMA,LIMA,LIMA,-12.0459808,-77.0305912
LIMA,LIMA,BREÃA,,
CALLAO,CALLAO,CALLAO,-12.0522626,-77.1391133
LIMA,HUAROCHIRI,HUAROCHIRI,-12.1371291,-76.2326596
LIMA,LIMA,SAN MIGUEL,-12.0727512,-77.095353
LIMA,LIMA,SANTIAGO DE SURCO,-12.1251049,-76.9821605
LIMA,LIMA,COMAS,-11.9573015,-77.049757
LIMA,LIMA,VILLA EL SALVADOR,-12.2135031,-76.9370262
LIMA,LIMA,INDEPENDENCIA,-11.9919461,-77.0503721
LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.1628581,-76.9635192
CUSCO,CUSCO,CUSCO,-13.5170887,-71.9785356
LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1116778,-79.0287742
LIMA,LIMA,SAN JUAN DE LURIGANCHO,-12.0017252,-77.0084106
LIMA,LIMA,SAN LUIS,-12.0736464,-76.9941006
LIMA,LIMA,ATE,-12.0387281,-76.896873
HUANUCO,HUANUCO,HUANUCO,-9.9293255,-76.2394845
CALLAO,CALLAO,VENTANILLA,-11.8846444,-77.1230803
LA LIBERTAD,TRUJILLO,SALAVERRY,-8.2241119,-78.9763929
ANCASH,SANTA,CHIMBOTE,-9.0744966,-78.593609
LIMA,LIMA,EL AGUSTINO,-12.0499251,-76.9987104
LIMA,LIMA,SAN ISIDRO,-12.0989209,-77.0346439
LIMA,HUARAL,HUARAL,-11.4954906,-77.207044
LIMA,LIMA,JESUS MARIA,-12.0751522,-77.043904
ANCASH,PALLASCA,BOLOGNESI,-8.3503897,-78.0506593
ICA,ICA,ICA,-14.0640967,-75.7290915
LIMA,LIMA,MAGDALENA DEL MAR,-12.0957149,-77.0682243
LIMA,BARRANCA,SUPE PUERTO,-10.8045744,-77.7429158
LIMA,LIMA,MIRAFLORES,-12.1206214,-77.0294993
TUMBES,TUMBES,TUMBES,-3.5707875,-80.4596454
LA LIBERTAD,CHEPEN,CHEPEN,-7.2285214,-79.4277749
ICA,NAZCA,NASCA,-14.8277203,-74.9370624
LIMA,LIMA,BARRANCO,-12.1496977,-77.0212908
PIURA,SULLANA,SULLANA,-4.8900643,-80.6873604
ICA,CHINCHA,CHINCHA ALTA,-13.417488,-76.1325726
LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.7716146,-79.8387175
LIMA,HUARAL,CHANCAY,-11.5627697,-77.2699958
AREQUIPA,AREQUIPA,AREQUIPA,-16.3988667,-71.5369607
LIMA,LIMA,CHACLACAYO,-11.9757399,-76.7698706
LIMA,HUAROCHIRI,MATUCANA,-11.8447264,-76.3860598
APURIMAC,ABANCAY,ABANCAY,-13.6373482,-72.8788744
LIMA,LIMA,PUEBLO LIBRE,-12.0778372,-77.062246
LIMA,BARRANCA,BARRANCA,-10.7541212,-77.7609383
CALLAO,CALLAO,LA PERLA,-12.0716034,-77.1173892
ICA,ICA,PARCONA,-14.046921,-75.6987179
LIMA,LIMA,CHORRILLOS,-12.1709478,-77.02126
AYACUCHO,LUCANAS,LUCANAS,-14.6223061,-74.2334344
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.754216,-78.4421686
LIMA,LIMA,LURIN,-12.2733688,-76.8688896
LIMA,LIMA,LOS OLIVOS,-11.9916722,-77.0709115
ICA,PISCO,PISCO,-13.7099813,-76.2029793
LIMA,CANETE,SAN VICENTE DE CAÃETE,,
CAJAMARCA,CUTERVO,SANTA CRUZ,-6.095069,-78.8528691
ANCASH,PALLASCA,PALLASCA,-8.2531116,-77.9990723
ANCASH,SANTA,SANTA,-8.9874476,-78.6136857
SAN MARTIN,MARISCAL CACERE,JUANJUI,,
LA LIBERTAD,ASCOPE,ASCOPE,-7.7138056,-79.1074555
LIMA,LIMA,PUENTE PIEDRA,-11.8667978,-77.0778382
JUNIN,CONCEPCION,CONCEPCION,-11.918435,-75.3130386
LIMA,LIMA,LURIGANCHO,-11.948832,-76.7627012
LIMA,LIMA,LA MOLINA,-12.077983,-76.9172838
JUNIN,SATIPO,SATIPO,-11.2558599,-74.635278
CALLAO,CALLAO,BELLAVISTA,-12.0597362,-77.1111612
LIMA,HUAURA,HUAURA,-11.0701058,-77.5992908
AMAZONAS,RODRIGUEZ DE ME,TOTORA,,
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.1544303,-79.717074
JUNIN,HUANCAYO,EL TAMBO,-11.97218,-75.1473422
CALLAO,CALLAO,LA PUNTA,-12.0708597,-77.1630399
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,-12.0430586,-77.0908775
LIMA,LIMA,SANTA ANITA,-12.0494148,-76.9645757
LIMA,LIMA,PACHACAMAC,-12.2299109,-76.8593914
UCAYALI,CORONEL PORTILLO,CALLERIA,-7.8964619,-74.1845474
ICA,ICA,PUEBLO NUEVO,-14.1274179,-75.7059308
ICA,CHINCHA,PUEBLO NUEVO,-13.2753213,-76.0881891
ANCASH,CASMA,CASMA,-9.473361,-78.2995738
JUNIN,CHANCHAMAYO,CHANCHAMAYO,-11.059485,-75.4993163
JUNIN,HUANCAYO,HUANCAYO,-12.068098,-75.2100953
CUSCO,LA CONVENCION,SANTA ANA,-12.860782,-72.7440796
AMAZONAS,UTCUBAMBA,YAMON,-6.0077734,-78.5259826
ANCASH,BOLOGNESI,HUALLANCA,-9.8993086,-76.94166
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,-6.2293182,-77.8714631
JUNIN,JUNIN,CARHUAMAYO,-10.9224563,-76.0578361
HUANUCO,DOS DE MAYO,RIPAN,-9.8284954,-76.8030596
TUMBES,TUMBES,LA CRUZ,-3.6708625,-80.571425
LIMA,LIMA,ANCON,-11.7738789,-77.1753353
CUSCO,CUSCO,SANTIAGO,-13.5702931,-71.9920183
AREQUIPA,CARAVELI,LOMAS,-15.5697817,-74.8513179
LIMA,YAUYOS,OMAS,-12.5147208,-76.2892182
LIMA,HUAROCHIRI,SANTA EULALIA,-11.9012394,-76.6640996
PIURA,PIURA,CASTILLA,-5.115365,-80.5340462
AMAZONAS,UTCUBAMBA,LONYA GRANDE,-6.0965677,-78.4213209
HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.1990928,-76.1312275
AMAZONAS,BAGUA,BAGUA,-5.6390867,-78.5317246
AMAZONAS,RODRIGUEZ DE ME,SANTA ROSA,,
TACNA,TACNA,TACNA,-18.01386,-70.2511032
CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.1566682,-78.517306
PIURA,PIURA,PIURA,-5.1971376,-80.6267237
AYACUCHO,LUCANAS,AUCARA,-14.2810472,-73.9748656
LORETO,MAYNAS,IQUITOS,-3.749365,-73.2444145
CAJAMARCA,CHOTA,LAJAS,-6.5603051,-78.7347385
LIMA,LIMA,CARABAYLLO,-11.9007232,-77.0330337
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-6.0347302,-76.9746773
PIURA,TALARA,PARIÃAS,,
SAN MARTIN,TOCACHE,UCHIZA,-8.4590114,-76.4618414
JUNIN,TARMA,TARMA,-11.4199882,-75.6877142
LA LIBERTAD,PACASMAYO,PACASMAYO,-7.4028958,-79.5684847
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,-5.1459194,-79.0036525
LAMBAYEQUE,CHICLAYO,OYOTUN,-6.8456153,-79.3024852
HUANUCO,LEONCIO PRADO,LUYANDO,-9.1962396,-75.9736245
PIURA,PAITA,PAITA,-5.0851637,-81.1136793
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,-15.8393749,-72.6515257
PUNO,SAN ROMAN,JULIACA,-15.4932314,-70.1356177
ANCASH,HUAYLAS,CARAZ,-9.048505,-77.8100573
ANCASH,HUARAZ,HUARAZ,-9.5298511,-77.5289981
ICA,PISCO,TUPAC AMARU INCA,-13.7134024,-76.1490753
LIMA,HUARAL,AUCALLAMA,-11.5619799,-77.1729541
CAJAMARCA,CHOTA,CHIGUIRIP,-6.4281698,-78.7212712
LAMBAYEQUE,CHICLAYO,MONSEFU,-6.8777743,-79.8720043
LIMA,OYON,OYON,-10.6684162,-76.7702437
ICA,ICA,SUBTANJALLA,-14.0184761,-75.7583584
LIMA,BARRANCA,PARAMONGA,-10.6751894,-77.8185202
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,-6.7420777,-79.8342124
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.78728,-74.9730951
ICA,PISCO,SAN ANDRES,-13.8081702,-76.0825964
ICA,PISCO,SAN CLEMENTE,-13.6807983,-76.1574626
ANCASH,BOLOGNESI,CHIQUIAN,-10.152032,-77.1568233
AMERICA,CHILE,NAN,,
ANCASH,SANTA,NUEVO CHIMBOTE,-9.1183822,-78.4587932
CAJAMARCA,JAEN,JAEN,-5.7086087,-78.8075898
ICA,CHINCHA,TAMBO DE MORA,-13.4584129,-76.1826425
LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.8358356,-79.9358318
ICA,ICA,TATE,-14.1518067,-75.7044643
TUMBES,TUMBES,CORRALES,-3.5982942,-80.5144147
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,-7.8154676,-78.0487063
ANCASH,CORONGO,YANAC,-8.6219932,-77.8528068
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-13.6564057,-73.3899459
LIMA,LIMA,PUCUSANA,-12.4684687,-76.7724919
APURIMAC,AYMARAES,CHALHUANCA,-14.2945256,-73.2442285
LA LIBERTAD,TRUJILLO,LA ESPERANZA,-8.0633115,-79.0590158
PIURA,MORROPON,SAN JUAN DE BIGOTE,-5.2950235,-79.7442505
AYACUCHO,HUANCA SANCOS,CARAPO,,
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,-8.0808282,-79.0220668
LIMA,LIMA,CIENEGUILLA,-12.0731669,-76.777071
AYACUCHO,VICTOR FAJARDO,HUANCAPI,-13.7524539,-74.0663014
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.1898359,-79.9240312
AYACUCHO,VICTOR FAJARDO,SARHUA,-13.6729102,-74.3198661
CUSCO,CANAS,TUPAC AMARU,-14.1501198,-71.5272851
JUNIN,YAULI,SANTA ROSA DE SACCO,-11.5668007,-75.9561306
CAJAMARCA,SANTA CRUZ,NINABAMBA,-6.6501099,-78.7875763
AREQUIPA,CAMANA,OCOÃA,,
PIURA,AYABACA,PACAIPAMPA,-4.9955057,-79.6679997
HUANUCO,LAURICOCHA,RONDOS,-9.9840194,-76.6890145
TUMBES,ZARUMILLA,PAPAYAL,-3.5705937,-80.2962193
HUANUCO,HUANUCO,AMARILIS,-9.9546102,-76.1800823
LAMBAYEQUE,LAMBAYEQUE,TUCUME,-6.5097858,-79.8594132
AREQUIPA,CARAVELI,ACARI,-15.4357104,-74.616907
CUSCO,CANCHIS,COMBAPATA,-14.1015949,-71.4296335
ICA,CHINCHA,GROCIO PRADO,-13.291163,-76.1546517
CAJAMARCA,CAJAMARCA,ASUNCION,-7.3234733,-78.5185817
LIMA,HUAURA,VEGUETA,-11.0233134,-77.644252
PIURA,HUANCABAMBA,CANCHAQUE,-5.3763541,-79.6062858
TUMBES,ZARUMILLA,ZARUMILLA,-3.5005659,-80.2749876
PIURA,MORROPON,CHULUCANAS,-5.0965065,-80.1609229
JUNIN,HUANCAYO,QUILCAS,-11.9374892,-75.2592954
LAMBAYEQUE,CHICLAYO,TUMAN,-6.7502321,-79.7034148
PASCO,PASCO,PAUCARTAMBO,-10.7746094,-75.8134578
AYACUCHO,HUAMANGA,AYACUCHO,-13.1604269,-74.2256973
LIMA,OYON,PACHANGARA,-10.7811586,-76.8144643
LAMBAYEQUE,CHICLAYO,PATAPO,-6.7380722,-79.6391387
CUSCO,CUSCO,SAN JERONIMO,-13.5585733,-71.8883114
ICA,NAZCA,MARCONA,-15.2155331,-75.0830344
CAJAMARCA,JAEN,LAS PIRIAS,-5.6272504,-78.8525806
LORETO,MAYNAS,PUNCHANA,-3.5107986,-73.4877773
CAJAMARCA,JAEN,BELLAVISTA,-5.6655198,-78.6790967
JUNIN,YAULI,LA OROYA,-11.5213917,-75.8998811
AMERICA,BOLIVIA,NAN,,
ANCASH,SIHUAS,HUAYLLABAMBA,-8.5345307,-77.5670096
HUANUCO,DOS DE MAYO,SILLAPATA,-9.7568791,-76.7747338
JUNIN,CHANCHAMAYO,SAN RAMON,-11.1214018,-75.3521478
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,-6.9777058,-78.7741021
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,-8.8511045,-76.0736301
PASCO,OXAPAMPA,VILLA RICA,-10.7351432,-75.2676019
PUNO,AZANGARO,SAMAN,-15.2915175,-70.0171834
ANCASH,HUARAZ,INDEPENDENCIA,-9.4752071,-77.4955004
ICA,PALPA,TIBILLO,-14.0936575,-75.1719772
CAJAMARCA,SAN IGNACIO,CHIRINOS,-5.3039554,-78.8981584
LIMA,CANETE,IMPERIAL,-13.0610167,-76.3529217
PIURA,TALARA,MANCORA,-4.1030531,-81.0481341
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.187271,-69.8479162
AREQUIPA,AREQUIPA,SOCABAYA,-16.4689321,-71.5380727
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,-13.0345915,-75.5702545
AMAZONAS,BAGUA,ARAMANGO,-5.4166377,-78.4380835
APURIMAC,ANTABAMBA,ANTABAMBA,-14.3647456,-72.8778038
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,-5.9873916,-78.685043
AYACUCHO,LUCANAS,CARMEN SALCEDO,-14.4527315,-73.9643101
CAJAMARCA,CUTERVO,SANTO TOMAS,-6.1513646,-78.6823138
APURIMAC,ANDAHUAYLAS,POMACOCHA,-14.0839961,-73.5909505
AYACUCHO,VICTOR FAJARDO,COLCA,-13.7125385,-74.0335467
ANCASH,CASMA,YAUTAN,-9.5115922,-77.9965053
JUNIN,HUANCAYO,SAPALLANGA,-12.1411903,-75.1578244
ANCASH,HUARMEY,HUARMEY,-10.0687481,-78.152199
PIURA,PAITA,LA HUACA,-4.910049,-80.9617019
PIURA,SULLANA,MARCAVELICA,-4.8816137,-80.7033707
AREQUIPA,CASTILLA,APLAO,-16.0764611,-72.4921172
AYACUCHO,LUCANAS,PUQUIO,-14.6940105,-74.1242183
CAJAMARCA,CUTERVO,CUTERVO,-6.3790362,-78.8157238
SAN MARTIN,LAMAS,LAMAS,-6.4220812,-76.5164123
ANCASH,HUARMEY,CULEBRAS,-9.9501663,-78.2220947
ICA,PISCO,INDEPENDENCIA,-13.6938769,-76.0239074
LAMBAYEQUE,CHICLAYO,ETEN,-6.9074587,-79.8628053
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,-13.7732415,-73.6034516
ICA,ICA,SANTIAGO,-14.1876287,-75.7141887
JUNIN,SATIPO,RIO NEGRO,-11.2083552,-74.6596906
JUNIN,JAUJA,YAULI,-11.7129511,-75.4746334
LAMBAYEQUE,CHICLAYO,LA VICTORIA,-6.8192293,-79.8591182
LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.8951672,-76.1046533
PIURA,PAITA,COLAN,-5.0063013,-81.0588796
LIMA,HUAURA,SANTA MARIA,-11.1175856,-77.4195116
CAJAMARCA,JAEN,SALLIQUE,-5.6583409,-79.3155413
CUSCO,CALCA,TARAY,-13.4275831,-71.8669902
TUMBES,ZARUMILLA,AGUAS VERDES,-3.4818648,-80.2455802
LAMBAYEQUE,FERRENAFE,FERREÃAFE,,
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,-13.6574026,-73.4946575
JUNIN,YAULI,YAULI,-11.6669321,-76.0875396
SAN MARTIN,PICOTA,PICOTA,-6.9202134,-76.3303859
LIMA,HUAROCHIRI,SAN ANTONIO,-11.8064482,-76.7874076
AMAZONAS,LUYA,LUYA VIEJO,-6.1038992,-78.1323497
MOQUEGUA,MARISCAL NIETO,TORATA,-17.0765697,-70.8443485
JUNIN,JAUJA,JAUJA,-11.7751615,-75.5000068
HUANCAVELICA,ACOBAMBA,PAUCARA,-12.7270517,-74.7150305
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,-5.9407861,-77.3092386
LA LIBERTAD,TRUJILLO,EL PORVENIR,-8.0516808,-79.0016911
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-6.3922485,-79.822774
HUANUCO,HUAMALIES,LLATA,-9.5499479,-76.8156098
SAN MARTIN,RIOJA,RIOJA,-6.0627128,-77.1677322
PIURA,HUANCABAMBA,HUANCABAMBA,-5.2402325,-79.4488035
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,-7.0698752,-78.9291686
LA LIBERTAD,PACASMAYO,SAN JOSE,-7.3500235,-79.4550174
PIURA,PIURA,LAS LOMAS,-4.6578078,-80.2433237
PIURA,AYABACA,AYABACA,-4.6400714,-79.7152245
HUANUCO,HUANUCO,CHINCHAO,-9.6146422,-76.1287916
AYACUCHO,CANGALLO,LOS MOROCHUCOS,-13.4957129,-74.2175281
HUANCAVELICA,TAYACAJA,HUARIBAMBA,-12.2795264,-74.9381957
AMAZONAS,RODRIGUEZ DE ME,LIMABAMBA,,
HUANUCO,AMBO,CONCHAMARCA,-10.0357616,-76.2165665
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,-13.0718246,-75.140173
AYACUCHO,LUCANAS,SANCOS,-15.0625764,-73.9519436
JUNIN,CHANCHAMAYO,PERENE,-10.9489915,-75.2288746
LIMA,CANETE,NUEVO IMPERIAL,-13.0762769,-76.3177028
JUNIN,SATIPO,PANGOA,-11.7553934,-74.3850308
CAJAMARCA,SAN IGNACIO,TABACONAS,-5.3160315,-79.2831531
PASCO,OXAPAMPA,CHONTABAMBA,-10.602744,-75.4391507
CUSCO,CANCHIS,SICUANI,-14.2729288,-71.2265322
LIMA,HUAURA,SAYAN,-11.1334544,-77.1933953
AYACUCHO,HUANTA,LURICOCHA,-12.8992971,-74.2740319
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,-18.103332,-70.2199356
LIMA,BARRANCA,PATIVILCA,-10.6964328,-77.7797843
SAN MARTIN,BELLAVISTA,BELLAVISTA,-7.0554379,-76.5881865
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,-5.1031042,-78.9138215
PIURA,PIURA,LA UNION,-5.4043679,-80.7439051
CUSCO,LA CONVENCION,PICHARI,-12.5201296,-73.8282497
LA LIBERTAD,SANTIAGO DE CHU,SANTIAGO DE CHUCO,,
LORETO,MAYNAS,BELEN,-3.849332,-73.2524399
PIURA,PIURA,TAMBO GRANDE,-4.9150244,-80.3561593
LAMBAYEQUE,CHICLAYO,CAYALTI,-6.8922228,-79.5620121
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,-6.46767,-76.2716973
CUSCO,URUBAMBA,URUBAMBA,-13.305953,-72.1159706
ICA,ICA,LA TINGUIÃA,,
LIMA,HUAROCHIRI,SAN MATEO,-11.8020525,-76.2392624
LA LIBERTAD,PATAZ,PATAZ,-7.7861211,-77.5934126
AMAZONAS,CHACHAPOYAS,LEVANTO,-6.3082358,-77.899056
PIURA,MORROPON,CHALACO,-5.0409758,-79.7958985
APURIMAC,ANDAHUAYLAS,ANDARAPA,-13.5281931,-73.3657917
CUSCO,CUSCO,POROY,-13.4955245,-72.043601
HUANUCO,HUANUCO,MARGOS,-10.0054151,-76.5230933
PIURA,SECHURA,CRISTO NOS VALGA,-5.5406318,-80.6494892
SAN MARTIN,SAN MARTIN,MORALES,-6.4993514,-76.4204988
CUSCO,URUBAMBA,HUAYLLABAMBA,-13.3382701,-72.0651037
ANCASH,RECUAY,MARCA,-10.0886666,-77.4743087
UCAYALI,CORONEL PORTILLO,YARINACOCHA,-8.3548391,-74.5758217
CUSCO,CANAS,PAMPAMARCA,-14.1473692,-71.4598346
AMAZONAS,BAGUA,IMAZA,-4.9924016,-78.3829771
LIMA,LIMA,PUNTA HERMOSA,-12.2616498,-76.7209567
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,-13.2028359,-74.2135037
ANCASH,CARHUAZ,TINCO,-9.2705841,-77.6778452
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-13.717033,-73.2635275
AYACUCHO,LA MAR,SAN MIGUEL,-13.0126048,-73.9810178
LORETO,MAYNAS,SAN JUAN BAUTISTA,-4.0779873,-73.5219454
SAN MARTIN,TOCACHE,NUEVO PROGRESO,-8.4510319,-76.3259883
APURIMAC,CHINCHEROS,HUACCANA,-13.3880591,-73.6900129
AYACUCHO,PARINACOCHAS,CORACORA,-15.01682,-73.7806339
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,-13.3818012,-75.4324836
ANCASH,HUARI,SAN MARCOS,-9.5241213,-77.1572073
HUANCAVELICA,ANGARAES,ANCHONGA,-12.91312,-74.6914334
ANCASH,YUNGAY,MATACOTO,-9.1770611,-77.7468142
SAN MARTIN,SAN MARTIN,TARAPOTO,-6.4877198,-76.3598708
LIMA,CANETE,SAN LUIS,-13.0487877,-76.4222727
JUNIN,SATIPO,COVIRIALI,-11.2907323,-74.627595
APURIMAC,AYMARAES,CHAPIMARCA,-13.9748039,-73.0650772
AYACUCHO,HUANTA,HUANTA,-12.9398882,-74.2479531
LA LIBERTAD,TRUJILLO,LAREDO,-8.0864545,-78.9594124
PIURA,SULLANA,BELLAVISTA,-4.8895143,-80.6758366
AMAZONAS,RODRIGUEZ DE ME,SAN NICOLAS,,
CAJAMARCA,CELENDIN,CELENDIN,-6.8654175,-78.1454655
CAJAMARCA,CAJAMARCA,CHETILLA,-7.1469797,-78.6727252
AMAZONAS,CONDORCANQUI,NIEVA,-4.8986276,-77.953714
PASCO,DANIEL ALCIDES,YANAHUANCA,-10.4913156,-76.5166359
CAJAMARCA,JAEN,SANTA ROSA,-5.4327549,-78.566755
PIURA,AYABACA,SAPILLICA,-4.7792771,-79.982323
JUNIN,HUANCAYO,CHILCA,-12.0777922,-75.1825684
TUMBES,CONTRALMIRANTE,CASITAS,-4.0907512,-80.6884808
CAJAMARCA,CUTERVO,PIMPINGOS,-6.0619295,-78.7583334
JUNIN,HUANCAYO,PILCOMAYO,-12.0493725,-75.2504039
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,-7.1884224,-79.5149377
ANCASH,CORONGO,ACO,-8.5180029,-77.8833935
JUNIN,CHANCHAMAYO,PICHANAQUI,-11.002808,-74.815139
HUANUCO,AMBO,AMBO,-10.1292012,-76.2042789
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,-6.7676082,-79.9692879
AYACUCHO,PARINACOCHAS,UPAHUACHO,-14.9071739,-73.3978382
PASCO,OXAPAMPA,HUANCABAMBA,-10.4263436,-75.5245042
ICA,PALPA,PALPA,-14.5336698,-75.1851731
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,-7.4246919,-79.5032823
LAMBAYEQUE,CHICLAYO,LAGUNAS,-7.0570521,-79.7395957
PUNO,HUANCANE,HUANCANE,-15.2040929,-69.7613717
AMAZONAS,UTCUBAMBA,CUMBA,-5.9356569,-78.6640646
CAJAMARCA,CUTERVO,SOCOTA,-6.2875083,-78.7178366
UCAYALI,CORONEL PORTILLO,MASISEA,-8.6052016,-74.3063279
APURIMAC,GRAU,CHUQUIBAMBILLA,-14.1054248,-72.7079361
HUANUCO,HUACAYBAMBA,CANCHABAMBA,-8.8848281,-77.1233897
CAJAMARCA,CELENDIN,SUCRE,-6.9426948,-78.1356347
PUNO,CHUCUITO,JULI,-16.2132873,-69.4591568
HUANUCO,PUERTO INCA,TOURNAVISTA,-8.9307277,-74.7051197
JUNIN,JAUJA,HUARIPAMPA,-11.8073501,-75.4706937
AYACUCHO,CANGALLO,PARAS,-13.5525049,-74.6274189
AYACUCHO,HUAMANGA,CARMEN ALTO,-13.2051965,-74.243038
PIURA,TALARA,EL ALTO,-4.2679,-81.2191059
PIURA,SULLANA,QUERECOTILLO,-4.8399696,-80.6490343
JUNIN,JAUJA,MUQUI,-11.8332148,-75.4345912
MOQUEGUA,ILO,ILO,-17.6458772,-71.3452005
ANCASH,SANTA,SAMANCO,-9.2618703,-78.4960083
HUANCAVELICA,HUANCAVELICA,ACORIA,-12.6428929,-74.8616179
ICA,PISCO,HUANCANO,-13.600627,-75.6184308
SAN MARTIN,RIOJA,YORONGOS,-6.13897,-77.1441707
CAJAMARCA,SANTA CRUZ,ANDABAMBA,-6.6628214,-78.8172733
AMAZONAS,LUYA,LUYA,-6.1646317,-77.9445731
LIMA,CANETE,ASIA,-12.8033662,-76.4899568
LIMA,CAJATAMBO,GORGOR,-10.6207137,-77.0412384
ANCASH,MARISCAL LUZURR,LLAMA,,
ANCASH,POMABAMBA,HUAYLLAN,-8.8581048,-77.4357709
ANCASH,CARLOS F. FITZC,YAUYA,,
TACNA,TACNA,ALTO DE LA ALIANZA,-17.8003418,-70.2711884
HUANUCO,DOS DE MAYO,YANAS,-9.7144768,-76.750043
SAN MARTIN,MOYOBAMBA,SORITOR,-6.1392924,-77.1021623
ANCASH,PALLASCA,CONCHUCOS,-8.2672086,-77.8536168
ICA,CHINCHA,SUNAMPE,-13.4272798,-76.1642592
LIMA,HUAROCHIRI,CHICLA,-11.7050118,-76.2686321
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,-13.2931099,-75.5423408
APURIMAC,ABANCAY,LAMBRAMA,-13.8706185,-72.7697418
PIURA,TALARA,LA BREA,-4.7068224,-81.0856268
CAJAMARCA,SAN IGNACIO,LA COIPA,-5.3930466,-78.9061426
ANCASH,CASMA,BUENA VISTA ALTA,-9.4322499,-78.2064343
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,-9.3900137,-75.7439285
JUNIN,TARMA,SAN PEDRO DE CAJAS,-11.2497005,-75.8626754
ANCASH,SANTA,NEPEÃA,,
AMAZONAS,UTCUBAMBA,JAMALCA,-5.8942887,-78.2383681
LIMA,CANETE,CHILCA,-12.5185727,-76.7381488
CUSCO,CUSCO,SAN SEBASTIAN,-13.5336964,-71.9221574
ANCASH,RECUAY,TICAPAMPA,-9.7584487,-77.4438379
LIMA,CANETE,SAN ANTONIO,-12.6422586,-76.6498877
LAMBAYEQUE,FERRENAFE,CAÃARIS,,
AYACUCHO,HUAMANGA,VINCHOS,-13.2419722,-74.3542792
PIURA,MORROPON,SANTA CATALINA DE MOSSA,-5.1310195,-79.8782035
UCAYALI,PADRE ABAD,IRAZOLA,-8.923991,-75.2542005
APURIMAC,ABANCAY,CIRCA,-13.8782102,-72.8756452
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,-5.4018601,-79.6062085
TACNA,TACNA,CIUDAD NUEVA,-17.8513161,-70.1932649
PIURA,MORROPON,LA MATANZA,-5.2106747,-80.0883637
APURIMAC,ANDAHUAYLAS,HUANCARAY,-13.757431,-73.5271021
ICA,CHINCHA,CHINCHA BAJA,-13.4590207,-76.1616928
PASCO,PASCO,PALLANCHACRA,-10.4151535,-76.2352369
AYACUCHO,VILCA HUAMAN,ACCOMARCA,,
AYACUCHO,HUAMANGA,QUINUA,-13.0489862,-74.139323
